InvoiceID,CustomerID,Gender,Age,ProductCategory,ProductID,Quantity,PricePerUnit,PurchaseDate,StoreLocation,PaymentMethod,TotalPrice
INV1285,201,Male,49,Grocery,1071,5,197.23,06-05-2023,New York,Cash,986.15
INV1286,141,Female,53,Furniture,1049,4,278.05,17-02-2023,Los Angeles,Credit Card,1112.2
INV1287,272,Male,25,Furniture,1017,2,482.46,23-10-2023,Los Angeles,Debit Card,964.92
INV1288,247,Male,53,Grocery,1056,3,251.41,25-12-2023,Chicago,Credit Card,754.23
INV1289,166,Male,35,Toys,1032,2,789.73,08-01-2023,Los Angeles,Debit Card,1579.46
INV1290,241,Male,43,Electronics,1076,4,508.3,24-06-2023,Phoenix,Cash,2033.2
INV1291,187,Male,46,Furniture,1094,5,266.74,28-07-2023,New York,Debit Card,1333.7
INV1292,165,Male,37,Grocery,1007,3,44.95,22-07-2023,Houston,Cash,134.85
INV1293,168,Male,19,Clothing,1080,4,213.46,26-04-2023,Los Angeles,Credit Card,853.84
INV1294,282,Male,21,Clothing,1082,4,443.41,28-01-2023,New York,Credit Card,1773.64
INV1295,228,Female,38,Grocery,1091,2,428.66,25-04-2023,New York,Debit Card,857.32
INV1296,187,Male,47,Electronics,1044,3,221.11,07-06-2023,Los Angeles,Debit Card,663.33
INV1297,183,Female,30,Electronics,1091,4,361.69,19-03-2023,Los Angeles,Debit Card,1446.76
INV1298,110,Female,34,Furniture,1060,3,703.91,08-04-2023,Los Angeles,Debit Card,2111.73
INV1299,165,Female,64,Grocery,1077,4,143.46,21-01-2023,Phoenix,Credit Card,573.84
INV1300,230,Female,41,Electronics,1023,4,165.21,16-03-2023,Los Angeles,Credit Card,660.84
INV1301,139,Male,60,Electronics,1034,6,593.55,19-05-2023,Los Angeles,Mobile Payment,3561.3
INV1302,136,Female,44,Furniture,1031,4,492.99,05-05-2023,New York,Credit Card,1971.96
INV1303,135,Female,34,Grocery,1052,7,537.01,26-04-2023,Chicago,Mobile Payment,3759.07
INV1304,199,Female,63,Clothing,1093,6,307.17,23-07-2023,Chicago,Cash,1843.02
INV1305,126,Female,27,Electronics,1065,4,23.19,22-06-2023,Phoenix,Credit Card,92.76
INV1306,247,Male,55,Toys,1066,8,14.37,14-02-2023,New York,Mobile Payment,114.96
INV1307,232,Female,46,Electronics,1043,4,571.83,15-07-2023,Chicago,Mobile Payment,2287.32
INV1308,139,Male,43,Clothing,1075,5,754.36,08-06-2023,Houston,Cash,3771.8
INV1309,174,Female,43,Electronics,1071,5,702.74,04-05-2023,New York,Debit Card,3513.7
INV1310,152,Female,40,Electronics,1067,3,229.45,17-09-2023,Los Angeles,Debit Card,688.35
INV1311,272,Male,64,Grocery,1046,5,309.58,31-08-2023,Houston,Mobile Payment,1547.9
INV1312,241,Male,24,Furniture,1041,3,135.03,11-10-2023,Los Angeles,Debit Card,405.09
INV1313,261,Male,38,Electronics,1040,5,362.99,26-01-2023,Houston,Cash,1814.95
INV1314,243,Female,21,Furniture,1026,3,397.51,18-08-2023,Houston,Credit Card,1192.53
INV1315,245,Female,22,Electronics,1000,3,379.86,26-04-2023,Los Angeles,Credit Card,1139.58
INV1316,188,Male,59,Electronics,1084,3,538.65,03-06-2023,Los Angeles,Credit Card,1615.95
INV1317,251,Male,39,Clothing,1047,3,750.44,21-03-2023,Chicago,Mobile Payment,2251.32
INV1318,159,Male,46,Furniture,1053,3,158.8,15-01-2023,Chicago,Cash,476.4
INV1319,108,Male,25,Grocery,1069,5,786.82,15-08-2023,Los Angeles,Credit Card,3934.1
INV1320,268,Male,61,Clothing,1074,4,369.15,09-03-2023,Los Angeles,Debit Card,1476.6
INV1321,177,Male,57,Electronics,1051,7,169.47,12-07-2023,Chicago,Credit Card,1186.29
INV1322,147,Female,47,Electronics,1003,3,277.63,04-03-2023,New York,Debit Card,832.89
INV1323,273,Male,39,Grocery,1073,2,257.38,10-02-2023,Chicago,Credit Card,514.76
INV1324,125,Female,45,Electronics,1016,7,113.82,11-04-2023,Chicago,Mobile Payment,796.74
INV1325,212,Female,42,Grocery,1079,9,249.22,10-08-2023,New York,Credit Card,2242.98
INV1326,259,Female,53,Grocery,1005,4,643.76,25-05-2023,Chicago,Cash,2575.04
INV1327,110,Male,36,Electronics,1099,3,510.46,14-01-2023,Phoenix,Credit Card,1531.38
INV1328,138,Male,38,Electronics,1050,3,466.85,09-09-2023,New York,Credit Card,1400.55
INV1329,201,Female,21,Grocery,1095,3,420.19,14-11-2023,Los Angeles,Mobile Payment,1260.57
INV1330,160,Male,54,Toys,1075,3,283.37,29-03-2023,Phoenix,Cash,850.11
INV1331,245,Female,48,Grocery,1085,4,711.95,24-05-2023,New York,Cash,2847.8
INV1332,115,Female,28,Grocery,1034,3,184.6,19-05-2023,New York,Cash,553.8
INV1333,185,Female,53,Electronics,1094,2,782.37,19-08-2023,Los Angeles,Mobile Payment,1564.74
INV1334,217,Female,40,Electronics,1038,3,641.56,02-06-2023,Houston,Credit Card,1924.68
INV1335,247,Female,44,Clothing,1075,7,589.92,17-06-2023,Los Angeles,Cash,4129.44
INV1336,248,Male,22,Toys,1065,2,501.07,23-06-2023,Houston,Credit Card,1002.14
INV1337,231,Male,64,Electronics,1020,4,463.71,21-11-2023,New York,Debit Card,1854.84
INV1338,201,Male,35,Furniture,1083,4,174,27-03-2023,New York,Cash,696
INV1339,287,Male,62,Clothing,1027,2,745.56,25-02-2023,Chicago,Credit Card,1491.12
INV1340,111,Male,41,Electronics,1066,4,339.58,20-07-2023,Los Angeles,Credit Card,1358.32
INV1341,212,Female,31,Grocery,1072,6,400.63,01-04-2023,Los Angeles,Cash,2403.78
INV1342,148,Male,40,Toys,1063,5,128.84,25-12-2023,Houston,Debit Card,644.2
INV1343,234,Female,22,Grocery,1081,4,207.15,18-12-2023,Chicago,Credit Card,828.6
INV1344,245,Male,21,Clothing,1086,4,518.49,12-02-2023,New York,Cash,2073.96
INV1345,205,Female,35,Grocery,1025,7,198.71,25-08-2023,New York,Credit Card,1390.97
INV1346,286,Female,50,Grocery,1012,5,367.52,26-11-2023,Phoenix,Credit Card,1837.6
INV1347,100,Female,20,Grocery,1047,5,328.43,03-01-2023,Chicago,Credit Card,1642.15
INV1348,279,Male,25,Toys,1096,5,478.51,26-10-2023,Los Angeles,Debit Card,2392.55
INV1349,221,Female,55,Electronics,1072,2,180.12,13-03-2023,Chicago,Credit Card,360.24
INV1350,223,Female,28,Toys,1006,7,778.94,20-09-2023,New York,Credit Card,5452.58
INV1351,258,Female,33,Furniture,1021,3,386.73,11-04-2023,Los Angeles,Credit Card,1160.19
INV1352,210,Male,26,Grocery,1082,3,706,07-03-2023,Los Angeles,Credit Card,2118
INV1353,127,Female,27,Electronics,1030,3,176.34,25-12-2023,Phoenix,Debit Card,529.02
INV1354,170,Male,41,Clothing,1054,2,199.63,16-01-2023,Phoenix,Credit Card,399.26
INV1355,281,Female,31,Electronics,1013,8,550.45,25-08-2023,Houston,Mobile Payment,4403.6
INV1356,201,Male,37,Clothing,1085,4,416.18,29-08-2023,Phoenix,Cash,1664.72
INV1357,267,Female,21,Electronics,1038,5,527.2,03-02-2023,New York,Mobile Payment,2636
INV1358,279,Female,64,Clothing,1058,3,562.78,23-03-2023,Los Angeles,Credit Card,1688.34
INV1359,145,Male,19,Grocery,1068,2,180.35,19-01-2023,New York,Credit Card,360.7
INV1360,139,Female,62,Clothing,1034,5,143.88,26-02-2023,Chicago,Credit Card,719.4
INV1361,188,Male,22,Furniture,1098,2,198.06,08-02-2023,Houston,Credit Card,396.12
INV1362,278,Male,19,Grocery,1056,2,75.55,22-07-2023,Chicago,Mobile Payment,151.1
INV1363,274,Male,19,Toys,1070,4,434.42,25-03-2023,Los Angeles,Credit Card,1737.68
INV1364,160,Male,60,Grocery,1058,7,758.18,26-10-2023,New York,Debit Card,5307.26
INV1365,297,Female,60,Clothing,1028,4,624.94,28-07-2023,Los Angeles,Credit Card,2499.76
INV1366,180,Female,44,Electronics,1003,4,577.75,17-10-2023,New York,Cash,2311
INV1367,221,Female,41,Grocery,1039,6,333.51,12-09-2023,New York,Credit Card,2001.06
INV1368,134,Female,38,Grocery,1050,4,387.87,10-01-2023,Chicago,Credit Card,1551.48
INV1369,116,Female,55,Grocery,1062,5,65.14,09-07-2023,New York,Cash,325.7
INV1370,147,Male,34,Clothing,1093,5,218.73,21-04-2023,Chicago,Cash,1093.65
INV1371,227,Male,61,Grocery,1052,2,205.84,18-08-2023,Phoenix,Cash,411.68
INV1372,231,Male,59,Electronics,1002,3,48.9,29-10-2023,Los Angeles,Credit Card,146.7
INV1373,219,Female,64,Grocery,1012,5,775.51,28-07-2023,Chicago,Cash,3877.55
INV1374,215,Female,56,Electronics,1015,2,240.68,19-02-2023,New York,Cash,481.36
INV1375,105,Female,30,Clothing,1049,5,24.5,22-01-2023,New York,Cash,122.5
INV1376,294,Male,44,Clothing,1062,4,38.94,12-03-2023,Phoenix,Credit Card,155.76
INV1377,164,Male,18,Grocery,1002,2,149.54,22-09-2023,Los Angeles,Debit Card,299.08
INV1378,145,Male,24,Toys,1025,5,51.19,09-02-2023,New York,Credit Card,255.95
INV1379,287,Female,43,Clothing,1064,3,190.1,06-10-2023,Los Angeles,Mobile Payment,570.3
INV1380,237,Male,26,Furniture,1028,2,615.51,26-05-2023,New York,Credit Card,1231.02
INV1381,241,Male,22,Electronics,1098,5,548.96,14-08-2023,Houston,Mobile Payment,2744.8
INV1382,167,Female,35,Furniture,1015,4,275.34,23-10-2023,Los Angeles,Debit Card,1101.36
INV1383,226,Male,48,Furniture,1085,3,495.73,30-06-2023,New York,Credit Card,1487.19
INV1384,179,Male,21,Grocery,1067,1,756.24,28-01-2023,New York,Debit Card,756.24
INV1385,182,Female,63,Electronics,1019,2,680.7,26-03-2023,Houston,Cash,1361.4
INV1386,184,Male,63,Clothing,1020,4,574.4,12-11-2023,Chicago,Cash,2297.6
INV1387,179,Female,41,Electronics,1075,5,749.85,06-08-2023,Los Angeles,Mobile Payment,3749.25
INV1388,241,Female,41,Electronics,1049,4,167.6,13-04-2023,New York,Credit Card,670.4
INV1389,175,Male,54,Electronics,1026,3,59.15,22-06-2023,Los Angeles,Debit Card,177.45
INV1390,149,Female,27,Electronics,1068,4,710.04,30-11-2023,Houston,Credit Card,2840.16
INV1391,188,Male,44,Grocery,1049,1,157.88,22-10-2023,New York,Cash,157.88
INV1392,181,Female,42,Electronics,1023,4,435.6,20-03-2023,Los Angeles,Cash,1742.4
INV1393,139,Male,31,Toys,1011,4,232.6,16-02-2023,Chicago,Cash,930.4
INV1394,224,Male,52,Grocery,1088,4,478.29,28-02-2023,Phoenix,Credit Card,1913.16
INV1395,138,Male,58,Grocery,1019,4,275.5,15-06-2023,New York,Credit Card,1102
INV1396,265,Male,36,Clothing,1011,5,570.32,31-01-2023,New York,Mobile Payment,2851.6
INV1397,188,Female,60,Toys,1096,6,477.38,31-07-2023,Phoenix,Mobile Payment,2864.28
INV1398,247,Female,62,Grocery,1080,4,745.47,08-04-2023,Los Angeles,Debit Card,2981.88
INV1399,255,Male,28,Electronics,1004,1,92.5,07-11-2023,New York,Mobile Payment,92.5
INV1400,121,Male,33,Grocery,1065,4,111.86,22-06-2023,New York,Debit Card,447.44
INV1401,100,Female,32,Electronics,1088,5,44,26-01-2023,New York,Credit Card,220
INV1402,173,Female,60,Clothing,1098,4,679.52,16-02-2023,New York,Cash,2718.08
INV1403,229,Female,26,Grocery,1087,1,626.42,25-06-2023,Los Angeles,Mobile Payment,626.42
INV1404,136,Female,27,Toys,1069,3,424.78,15-09-2023,New York,Mobile Payment,1274.34
INV1405,279,Female,58,Grocery,1035,2,723.84,12-06-2023,Los Angeles,Credit Card,1447.68
INV1406,133,Male,59,Grocery,1058,5,546.78,10-06-2023,New York,Mobile Payment,2733.9
INV1407,196,Male,26,Electronics,1050,2,678.71,04-07-2023,New York,Credit Card,1357.42
INV1408,186,Female,54,Electronics,1005,3,396.47,04-10-2023,Houston,Cash,1189.41
INV1409,254,Male,59,Clothing,1029,3,93.78,13-01-2023,Los Angeles,Debit Card,281.34
INV1410,221,Female,44,Grocery,1078,3,625.4,31-01-2023,Houston,Credit Card,1876.2
INV1411,186,Male,47,Toys,1035,5,272.94,21-12-2023,Chicago,Credit Card,1364.7
INV1412,234,Male,48,Electronics,1035,4,99.77,13-08-2023,New York,Credit Card,399.08
INV1413,231,Male,26,Clothing,1000,2,786.46,10-01-2023,New York,Credit Card,1572.92
INV1414,128,Female,54,Grocery,1032,4,710.32,01-01-2023,New York,Credit Card,2841.28
INV1415,135,Male,48,Clothing,1064,4,108.98,05-09-2023,Phoenix,Credit Card,435.92
INV1416,259,Male,37,Electronics,1043,4,446.09,01-04-2023,Phoenix,Mobile Payment,1784.36
INV1417,119,Male,32,Electronics,1066,2,756.34,28-07-2023,Los Angeles,Credit Card,1512.68
INV1418,280,Male,19,Clothing,1050,6,565.73,24-09-2023,Chicago,Credit Card,3394.38
INV1419,269,Male,46,Toys,1062,7,320.46,17-07-2023,Houston,Debit Card,2243.22
INV1420,222,Male,56,Grocery,1098,4,46.03,29-01-2023,New York,Credit Card,184.12
INV1421,150,Female,63,Toys,1025,2,33.22,29-03-2023,New York,Cash,66.44
INV1422,146,Male,52,Electronics,1077,4,664.08,09-07-2023,Houston,Cash,2656.32
INV1423,171,Female,25,Electronics,1056,5,463.03,22-02-2023,Phoenix,Mobile Payment,2315.15
INV1424,149,Female,54,Clothing,1077,3,202.85,18-03-2023,New York,Mobile Payment,608.55
INV1425,278,Female,56,Electronics,1066,4,27.84,06-03-2023,Chicago,Mobile Payment,111.36
INV1426,177,Male,41,Furniture,1085,4,260.32,29-12-2023,Los Angeles,Credit Card,1041.28
INV1427,286,Male,60,Clothing,1096,3,579.26,25-05-2023,Los Angeles,Credit Card,1737.78
INV1428,176,Male,48,Furniture,1046,2,72.78,18-06-2023,New York,Credit Card,145.56
INV1429,199,Male,55,Furniture,1058,6,115.25,19-05-2023,Chicago,Cash,691.5
INV1430,102,Female,25,Clothing,1066,9,355.41,26-10-2023,New York,Cash,3198.69
INV1431,221,Male,30,Clothing,1008,3,703.57,07-08-2023,Houston,Cash,2110.71
INV1432,161,Male,29,Furniture,1038,3,513.82,03-01-2023,New York,Mobile Payment,1541.46
INV1433,160,Female,45,Toys,1072,4,68.06,14-12-2023,New York,Debit Card,272.24
INV1434,246,Female,26,Clothing,1043,4,125.88,07-08-2023,Los Angeles,Mobile Payment,503.52
INV1435,135,Female,37,Clothing,1056,4,140.65,06-05-2023,Los Angeles,Credit Card,562.6
INV1436,230,Male,19,Electronics,1012,6,652.6,12-01-2023,New York,Mobile Payment,3915.6
INV1437,155,Female,54,Grocery,1079,5,560.78,13-04-2023,Chicago,Credit Card,2803.9
INV1438,196,Male,64,Electronics,1081,4,664.59,21-03-2023,Phoenix,Mobile Payment,2658.36
INV1439,163,Male,57,Clothing,1026,5,685.43,07-08-2023,Los Angeles,Credit Card,3427.15
INV1440,170,Female,26,Electronics,1059,6,664.64,12-09-2023,Los Angeles,Credit Card,3987.84
INV1441,253,Female,29,Clothing,1056,4,19.45,20-07-2023,New York,Credit Card,77.8
INV1442,226,Male,26,Toys,1075,3,154.66,10-04-2023,New York,Mobile Payment,463.98
INV1443,207,Male,38,Clothing,1087,4,750.54,06-01-2023,New York,Debit Card,3002.16
INV1444,284,Male,53,Toys,1011,3,618.47,11-04-2023,Chicago,Credit Card,1855.41
INV1445,286,Female,30,Electronics,1018,6,238.05,10-11-2023,Chicago,Debit Card,1428.3
INV1446,182,Male,49,Electronics,1032,6,182.49,25-09-2023,Phoenix,Credit Card,1094.94
INV1447,176,Male,50,Toys,1085,3,785.49,07-04-2023,Los Angeles,Mobile Payment,2356.47
INV1448,288,Male,51,Grocery,1095,5,661.68,18-10-2023,Chicago,Cash,3308.4
INV1449,117,Female,22,Furniture,1043,3,82.93,18-05-2023,Los Angeles,Credit Card,248.79
INV1450,133,Male,23,Electronics,1011,5,294.17,18-05-2023,Houston,Mobile Payment,1470.85
INV1451,294,Female,50,Toys,1059,1,721.67,19-12-2023,Los Angeles,Debit Card,721.67
INV1452,118,Female,38,Grocery,1094,4,271.74,26-09-2023,Chicago,Credit Card,1086.96
INV1453,166,Male,49,Electronics,1040,2,775.1,18-12-2023,Houston,Credit Card,1550.2
INV1454,264,Female,64,Electronics,1030,5,19.32,23-12-2023,Houston,Mobile Payment,96.6
INV1455,213,Male,48,Furniture,1070,6,650.96,03-11-2023,Phoenix,Debit Card,3905.76
INV1456,107,Male,31,Clothing,1030,3,706.96,27-12-2023,Chicago,Credit Card,2120.88
INV1457,200,Male,22,Electronics,1060,3,92.02,01-07-2023,New York,Credit Card,276.06
INV1458,290,Female,60,Electronics,1008,2,222.18,01-06-2023,Phoenix,Debit Card,444.36
INV1459,229,Female,46,Grocery,1093,5,517.74,15-01-2023,Los Angeles,Debit Card,2588.7
INV1460,177,Female,27,Clothing,1019,4,116.04,19-06-2023,Phoenix,Credit Card,464.16
INV1461,285,Male,56,Electronics,1024,10,425.81,23-08-2023,New York,Credit Card,4258.1
INV1462,258,Male,61,Furniture,1049,3,411.61,19-12-2023,Los Angeles,Cash,1234.83
INV1463,192,Male,30,Clothing,1066,3,547.72,12-01-2023,Los Angeles,Credit Card,1643.16
INV1464,244,Female,56,Furniture,1035,3,747.9,15-12-2023,Los Angeles,Mobile Payment,2243.7
INV1465,196,Male,53,Furniture,1015,4,762.76,05-04-2023,Chicago,Credit Card,3051.04
INV1466,120,Female,59,Electronics,1070,5,510.11,06-11-2023,New York,Debit Card,2550.55
INV1467,263,Male,51,Electronics,1094,2,242.86,09-03-2023,New York,Mobile Payment,485.72
INV1468,182,Male,42,Electronics,1014,4,474.74,03-10-2023,New York,Credit Card,1898.96
INV1469,123,Male,38,Electronics,1005,5,595.41,21-09-2023,Chicago,Debit Card,2977.05
INV1470,270,Female,61,Grocery,1037,2,34.41,07-12-2023,Houston,Credit Card,68.82
INV1471,199,Female,37,Furniture,1036,3,277.21,12-07-2023,New York,Credit Card,831.63
INV1472,107,Female,27,Electronics,1020,5,583.3,15-08-2023,Los Angeles,Mobile Payment,2916.5
INV1473,177,Male,52,Toys,1068,3,402.63,30-01-2023,Phoenix,Credit Card,1207.89
INV1474,147,Female,58,Clothing,1070,4,18.38,20-07-2023,New York,Mobile Payment,73.52
INV1475,118,Male,28,Clothing,1048,4,178.67,03-08-2023,New York,Credit Card,714.68
INV1476,143,Male,40,Clothing,1003,5,184.04,30-10-2023,Chicago,Mobile Payment,920.2
INV1477,187,Female,60,Electronics,1020,3,711.16,20-10-2023,Los Angeles,Credit Card,2133.48
INV1478,192,Female,54,Furniture,1025,3,40.16,28-02-2023,Houston,Credit Card,120.48
INV1479,101,Male,59,Electronics,1035,4,611.1,29-11-2023,Los Angeles,Credit Card,2444.4
INV1480,191,Male,53,Clothing,1074,7,66.73,20-12-2023,Phoenix,Credit Card,467.11
INV1481,141,Female,26,Electronics,1055,2,304.44,10-02-2023,Los Angeles,Debit Card,608.88
INV1482,250,Female,21,Toys,1061,4,77,21-02-2023,Houston,Mobile Payment,308
INV1483,177,Female,55,Clothing,1086,6,798.67,12-11-2023,Houston,Credit Card,4792.02
INV1484,276,Female,45,Furniture,1093,3,545.06,03-10-2023,Los Angeles,Mobile Payment,1635.18
INV1485,189,Male,44,Furniture,1090,4,271.75,11-12-2023,New York,Cash,1087
INV1486,211,Male,44,Toys,1041,2,548.53,02-02-2023,New York,Mobile Payment,1097.06
INV1487,287,Male,54,Clothing,1062,5,707.12,12-11-2023,Los Angeles,Credit Card,3535.6
INV1488,237,Female,20,Clothing,1037,2,705.21,15-07-2023,Houston,Credit Card,1410.42
INV1489,297,Female,24,Grocery,1082,6,346.92,21-11-2023,New York,Debit Card,2081.52
INV1490,150,Male,55,Grocery,1030,3,490.95,26-09-2023,Los Angeles,Cash,1472.85
INV1491,162,Female,60,Electronics,1022,2,271.67,02-01-2023,Los Angeles,Debit Card,543.34
INV1492,270,Male,52,Electronics,1090,5,382.28,27-11-2023,New York,Credit Card,1911.4
INV1493,299,Male,47,Toys,1087,2,683.57,04-01-2023,Houston,Cash,1367.14
INV1494,149,Female,39,Furniture,1078,4,477.82,09-05-2023,Chicago,Credit Card,1911.28
INV1495,114,Female,56,Furniture,1060,2,21.19,08-09-2023,Los Angeles,Credit Card,42.38
INV1496,190,Male,34,Clothing,1059,2,13.12,30-09-2023,Los Angeles,Cash,26.24
INV1497,101,Female,44,Electronics,1039,2,375.1,14-08-2023,New York,Cash,750.2
INV1498,235,Male,42,Grocery,1062,7,374.96,12-10-2023,Phoenix,Credit Card,2624.72
INV1499,163,Female,43,Furniture,1022,5,217.69,01-07-2023,Phoenix,Mobile Payment,1088.45
INV1500,220,Male,35,Clothing,1059,3,721.44,26-09-2023,Los Angeles,Mobile Payment,2164.32
INV1501,147,Male,61,Clothing,1046,2,685.38,06-05-2023,New York,Credit Card,1370.76
INV1502,213,Female,64,Clothing,1037,2,356.81,16-12-2023,New York,Debit Card,713.62
INV1503,204,Male,34,Clothing,1064,3,433.52,02-05-2023,Chicago,Debit Card,1300.56
INV1504,285,Female,20,Furniture,1054,2,62.99,12-08-2023,Houston,Credit Card,125.98
INV1505,126,Female,34,Clothing,1032,2,13.95,06-02-2023,Los Angeles,Mobile Payment,27.9
INV1506,182,Female,30,Electronics,1027,3,728.33,22-09-2023,Phoenix,Credit Card,2184.99
INV1507,244,Female,36,Clothing,1090,4,113.89,25-12-2023,New York,Debit Card,455.56
INV1508,151,Female,20,Grocery,1051,4,258.67,31-03-2023,Houston,Cash,1034.68
INV1509,187,Female,24,Furniture,1064,2,273.35,24-05-2023,Houston,Mobile Payment,546.7
INV1510,110,Male,22,Furniture,1099,5,774.22,24-08-2023,New York,Cash,3871.1
INV1511,296,Female,41,Grocery,1042,5,587.91,31-01-2023,Houston,Cash,2939.55
INV1512,267,Male,22,Electronics,1034,5,532.02,22-05-2023,Phoenix,Credit Card,2660.1
INV1513,198,Male,22,Toys,1020,4,253.82,01-11-2023,Chicago,Mobile Payment,1015.28
INV1514,228,Female,19,Furniture,1031,1,59.05,09-05-2023,Chicago,Debit Card,59.05
INV1515,101,Male,40,Electronics,1034,5,377.88,02-04-2023,Chicago,Debit Card,1889.4
INV1516,232,Male,28,Clothing,1087,2,735.06,29-08-2023,New York,Credit Card,1470.12
INV1517,158,Male,57,Electronics,1009,2,651.12,11-08-2023,New York,Credit Card,1302.24
INV1518,269,Male,31,Clothing,1000,4,230.21,17-01-2023,Los Angeles,Debit Card,920.84
INV1519,106,Female,22,Grocery,1070,6,619.84,18-01-2023,Los Angeles,Credit Card,3719.04
INV1520,137,Female,47,Electronics,1020,3,52.69,07-08-2023,Houston,Debit Card,158.07
INV1521,184,Female,48,Furniture,1042,3,362.07,16-03-2023,Houston,Mobile Payment,1086.21
INV1522,137,Female,60,Furniture,1082,5,590.72,24-10-2023,New York,Debit Card,2953.6
INV1523,141,Female,38,Clothing,1057,4,113.53,15-11-2023,New York,Cash,454.12
INV1524,265,Female,35,Toys,1075,5,764.83,14-01-2023,Los Angeles,Credit Card,3824.15
INV1525,295,Female,62,Furniture,1075,2,190.82,18-08-2023,New York,Mobile Payment,381.64
INV1526,275,Male,32,Electronics,1090,4,612.61,10-02-2023,Los Angeles,Debit Card,2450.44
INV1527,260,Female,22,Electronics,1031,7,107.23,30-11-2023,Phoenix,Mobile Payment,750.61
INV1528,132,Female,18,Electronics,1087,3,393.96,16-04-2023,New York,Cash,1181.88
INV1529,250,Female,19,Furniture,1028,5,458.83,30-04-2023,Los Angeles,Cash,2294.15
INV1530,128,Male,47,Grocery,1061,4,240.73,17-07-2023,Houston,Debit Card,962.92
INV1531,156,Male,52,Clothing,1080,3,749.07,21-09-2023,Chicago,Credit Card,2247.21
INV1532,186,Male,52,Grocery,1094,6,255.06,14-02-2023,Los Angeles,Credit Card,1530.36
INV1533,266,Female,54,Toys,1014,2,487.07,28-04-2023,Phoenix,Mobile Payment,974.14
INV1534,229,Male,36,Electronics,1098,4,339.38,31-10-2023,Los Angeles,Cash,1357.52
INV1535,277,Male,58,Electronics,1099,1,78.45,04-04-2023,Chicago,Mobile Payment,78.45
INV1536,191,Male,28,Furniture,1048,2,686.35,30-12-2023,Phoenix,Mobile Payment,1372.7
INV1537,299,Female,51,Electronics,1090,4,503.02,26-06-2023,Houston,Credit Card,2012.08
INV1538,209,Male,26,Grocery,1088,3,465.93,21-12-2023,Phoenix,Credit Card,1397.79
INV1539,144,Female,36,Grocery,1057,6,720.8,20-04-2023,New York,Credit Card,4324.8
INV1540,284,Female,33,Grocery,1061,4,704.38,04-03-2023,Phoenix,Credit Card,2817.52
INV1541,114,Female,51,Toys,1045,3,239.52,08-12-2023,Houston,Credit Card,718.56
INV1542,105,Male,40,Furniture,1076,5,484.19,19-10-2023,Los Angeles,Mobile Payment,2420.95
INV1543,196,Male,54,Grocery,1038,2,533.86,18-02-2023,Los Angeles,Mobile Payment,1067.72
INV1544,284,Male,31,Toys,1021,5,454.16,15-11-2023,Chicago,Debit Card,2270.8
INV1545,127,Male,48,Grocery,1073,6,309.35,08-03-2023,Phoenix,Mobile Payment,1856.1
INV1546,194,Female,45,Clothing,1047,7,611.55,21-04-2023,Los Angeles,Cash,4280.85
INV1547,114,Female,62,Grocery,1079,6,91.47,04-02-2023,New York,Credit Card,548.82
INV1548,270,Female,23,Clothing,1051,2,494.24,07-11-2023,New York,Mobile Payment,988.48
INV1549,192,Female,54,Grocery,1022,4,465.11,26-09-2023,Houston,Cash,1860.44
INV1550,213,Female,49,Grocery,1027,3,651.67,30-03-2023,Chicago,Credit Card,1955.01
INV1551,187,Male,51,Clothing,1055,1,591.93,13-07-2023,New York,Mobile Payment,591.93
INV1552,224,Male,21,Toys,1027,6,509.24,04-04-2023,New York,Mobile Payment,3055.44
INV1553,129,Male,39,Toys,1068,5,13.85,02-02-2023,Houston,Credit Card,69.25
INV1554,181,Male,58,Clothing,1022,4,271.91,22-08-2023,Houston,Credit Card,1087.64
INV1555,278,Male,30,Clothing,1088,2,573.7,18-04-2023,New York,Debit Card,1147.4
INV1556,297,Female,27,Electronics,1090,2,486.23,13-04-2023,New York,Credit Card,972.46
INV1557,107,Female,31,Grocery,1021,6,103.87,19-05-2023,New York,Mobile Payment,623.22
INV1558,104,Male,24,Furniture,1065,4,566.77,03-12-2023,New York,Credit Card,2267.08
INV1559,294,Male,46,Electronics,1096,5,304.57,01-03-2023,Chicago,Credit Card,1522.85
INV1560,119,Male,60,Clothing,1024,2,741.26,18-11-2023,Chicago,Cash,1482.52
INV1561,186,Male,26,Furniture,1045,5,510.77,10-02-2023,Chicago,Credit Card,2553.85
INV1562,182,Female,44,Electronics,1026,6,312.45,03-12-2023,Los Angeles,Credit Card,1874.7
INV1563,198,Female,58,Toys,1001,5,408.74,02-11-2023,Chicago,Credit Card,2043.7
INV1564,280,Female,34,Grocery,1087,4,380.99,08-05-2023,New York,Cash,1523.96
INV1565,183,Male,35,Clothing,1031,4,299.66,26-06-2023,Los Angeles,Mobile Payment,1198.64
INV1566,176,Male,30,Furniture,1039,6,392.65,11-02-2023,Los Angeles,Mobile Payment,2355.9
INV1567,239,Female,50,Furniture,1073,6,590.32,14-12-2023,Chicago,Cash,3541.92
INV1568,137,Female,53,Clothing,1089,2,129.2,15-03-2023,New York,Mobile Payment,258.4
INV1569,179,Male,49,Toys,1022,2,318.99,06-06-2023,New York,Cash,637.98
INV1570,223,Male,46,Clothing,1026,5,722.56,28-03-2023,Phoenix,Cash,3612.8
INV1571,237,Male,51,Electronics,1052,1,216.45,02-01-2023,Chicago,Credit Card,216.45
